Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation_Milling,Operation_Turning,Material_Brass,Material_Cast Iron,Material_Mild Steel,Tool_Type_Carbide,Tool_Type_Coated Carbide,Tool_Type_HSS
1869,0.412,1.578,235,24.326059637747548,False,True,False,True,False,False,False,True
1773,0.496,1.261,134,8.842993980208284,True,False,True,False,False,False,True,False
2009,0.146,2.456,183,34.386898202125145,False,True,True,False,False,False,False,True
2123,0.474,1.016,145,10.119563582642195,False,True,False,False,True,False,False,True
1616,0.183,1.223,22,3.640242442994988,False,True,True,False,False,True,False,False
1293,0.309,1.818,279,38.76319157850616,True,False,True,False,False,False,True,False
1403,0.281,0.554,222,32.210805112346065,False,True,False,True,False,False,True,False
530,0.12,2.89,245,235.8304841975122,False,True,False,True,False,False,True,False
1828,0.114,2.499,266,59.29067849539851,False,True,True,False,False,True,False,False
2196,0.321,2.424,140,13.235885940093837,False,True,False,True,False,True,False,False
2064,0.156,1.495,37,6.383433816805524,False,True,False,False,True,False,True,False
1340,0.156,0.651,154,42.06815914885297,False,True,False,True,False,False,True,False
2662,0.202,0.219,80,9.710576687488365,False,True,False,True,False,True,False,False
1984,0.173,2.551,235,43.729700756535465,False,True,False,True,False,True,False,False
2527,0.418,1.929,101,6.772043756542614,False,True,False,False,True,False,False,True
2737,0.263,2.204,23,1.8313065234119372,False,True,False,True,False,False,True,False
2624,0.085,1.356,90,23.423347442718036,False,True,True,False,False,False,False,True
2638,0.319,2.884,246,15.874133039603498,False,True,False,False,True,False,True,False
2187,0.406,1.936,32,2.705423985876445,True,False,False,False,True,True,False,False
523,0.1,1.764,83,131.0217253321856,True,False,False,True,False,True,False,False
1468,0.266,0.934,146,21.108439117149665,True,False,True,False,False,False,True,False
2331,0.419,1.826,157,9.432090261689712,False,True,False,False,True,True,False,False
1718,0.486,1.446,253,14.369261990903508,False,True,True,False,False,True,False,False
948,0.21,0.702,153,74.2350446832273,True,False,False,False,True,False,False,True
1768,0.4,0.742,283,30.76224079767698,True,False,False,True,False,False,True,False
2754,0.379,1.505,291,23.087537769651274,True,False,False,True,False,True,False,False
2767,0.422,2.148,68,3.681449553464963,False,True,False,True,False,True,False,False
1482,0.454,1.116,194,21.631027280028402,False,True,False,False,True,False,False,True
1972,0.33,1.133,18,1.930198184776966,True,False,False,False,True,False,True,False
2037,0.116,1.628,170,42.17070706788196,False,True,False,True,False,False,True,False
1581,0.257,2.392,281,40.698300557826805,True,False,True,False,False,False,True,False
1521,0.377,1.84,72,11.083336301613434,True,False,False,True,False,True,False,False
813,0.493,0.919,189,26.22064909103251,False,True,True,False,False,False,False,True
2933,0.207,1.547,18,2.1994321908372783,True,False,True,False,False,False,False,True
2400,0.189,0.633,188,32.4883275039186,True,False,False,False,True,True,False,False
2870,0.136,2.783,233,59.12256091905069,True,False,False,True,False,False,False,True
2861,0.163,1.992,18,3.135997753861142,True,False,False,False,True,True,False,False
1304,0.267,2.373,294,58.76799717949013,False,True,False,False,True,False,False,True
2678,0.484,0.366,263,14.37049505655422,True,False,False,False,True,False,True,False
668,0.396,1.364,248,51.08378075266275,False,True,False,False,True,False,True,False
1609,0.2,2.433,273,34.85319629771814,False,True,True,False,False,False,True,False
1116,0.321,2.781,133,21.171394919162726,False,True,True,False,False,False,False,True
1373,0.363,1.622,57,5.884207386964905,False,True,False,False,True,False,True,False
2090,0.317,2.919,19,1.9271644012296412,False,True,False,True,False,True,False,False
2795,0.495,2.663,221,16.89414688023878,True,False,False,True,False,False,False,True
2944,0.306,2.655,30,1.8856711562602682,False,True,False,True,False,False,True,False
1673,0.331,0.222,162,18.13403507917268,True,False,True,False,False,True,False,False
1077,0.45,1.608,41,4.919500335738054,True,False,True,False,False,False,True,False
1188,0.069,1.124,121,72.87272353154216,False,True,True,False,False,True,False,False
1010,0.48,1.608,134,17.45675215306772,True,False,True,False,False,True,False,False
1913,0.1,0.571,59,19.62920398204514,False,True,False,True,False,True,False,False
1711,0.158,2.003,91,24.983676576247515,False,True,False,False,True,False,False,True
1771,0.102,1.189,113,47.66598832128581,False,True,False,True,False,False,False,True
1626,0.358,2.572,68,8.31225583622622,True,False,True,False,False,False,False,True
1983,0.159,0.777,167,26.470646848067087,False,True,True,False,False,True,False,False
2851,0.415,2.904,145,8.399260363365077,True,False,False,False,True,False,True,False
2235,0.158,2.121,81,12.356786058799722,True,False,True,False,False,False,True,False
2571,0.223,1.053,225,30.48819654728084,True,False,True,False,False,False,False,True
2240,0.25,1.141,271,48.18443419952163,True,False,False,True,False,False,False,True
2925,0.191,2.66,19,3.0428984705885864,True,False,False,True,False,True,False,False
1434,0.469,1.819,203,24.894624015919945,False,True,False,True,False,False,False,True
2643,0.216,1.133,199,22.959485967550368,False,True,False,True,False,True,False,False
628,0.107,1.844,91,86.77943910490532,True,False,True,False,False,True,False,False
2364,0.144,2.82,111,24.577004784438735,False,True,False,False,True,False,False,True
1618,0.427,0.987,65,5.48278080838231,False,True,False,True,False,False,True,False
2028,0.402,2.672,175,10.639460910115446,False,True,True,False,False,True,False,False
2742,0.415,0.717,248,18.821644045855173,True,False,False,True,False,True,False,False
1119,0.282,0.443,277,65.60944075998442,True,False,True,False,False,False,False,True
1113,0.393,0.654,154,31.3972719162305,True,False,False,False,True,False,False,True
1839,0.332,2.094,85,8.576985531249068,False,True,False,False,True,True,False,False
1177,0.38,1.497,220,38.334032975512656,False,True,False,True,False,False,False,True
2730,0.474,2.215,134,5.607231484287137,True,False,True,False,False,False,True,False
1073,0.058,1.827,198,219.71257012948175,False,True,False,True,False,True,False,False
2866,0.391,0.305,174,11.583190239250387,True,False,False,False,True,True,False,False
2189,0.349,2.771,154,14.822484840243916,True,False,False,False,True,False,True,False
2297,0.43,0.431,295,25.234843669797677,True,False,False,True,False,True,False,False
807,0.108,0.42,127,89.27709698920751,False,True,False,True,False,False,True,False
785,0.409,2.274,52,7.806939193977875,False,True,True,False,False,True,False,False
1704,0.203,2.943,175,31.83799172316945,False,True,False,False,True,True,False,False
1536,0.487,2.682,34,2.669268916473094,False,True,False,False,True,True,False,False
2383,0.14,2.621,288,48.42111652414542,True,False,True,False,False,False,True,False
2392,0.262,0.719,162,23.10167512705674,True,False,False,False,True,False,False,True
2546,0.111,2.701,54,12.70103319502716,False,True,False,True,False,True,False,False
1530,0.414,2.221,15,1.4075303824227476,True,False,True,False,False,True,False,False
1263,0.201,0.903,31,9.190359100725841,True,False,False,True,False,False,True,False
719,0.299,0.346,293,94.12780936811964,False,True,False,False,True,False,False,True
1255,0.239,2.99,164,26.07430730589829,False,True,True,False,False,True,False,False
999,0.411,1.573,61,12.671679942743642,True,False,False,True,False,True,False,False
1439,0.271,2.466,272,42.126421389196565,False,True,False,False,True,True,False,False
2410,0.189,1.979,197,37.70526260107862,True,False,False,True,False,True,False,False
1864,0.31,1.577,199,25.447574265577927,True,False,False,True,False,False,True,False
1587,0.236,2.084,21,4.439694598083633,True,False,False,True,False,False,True,False
805,0.405,2.272,50,11.621480668342958,False,True,False,True,False,False,False,True
2198,0.349,2.265,210,20.04500694083185,False,True,False,False,True,False,False,True
1654,0.431,0.751,97,10.564218018897003,False,True,False,True,False,False,False,True
2718,0.252,2.9,29,3.1514806123650607,True,False,True,False,False,False,False,True
2532,0.382,1.015,151,10.635010347301018,True,False,False,False,True,False,True,False
2907,0.141,0.672,266,31.495397771031577,False,True,True,False,False,True,False,False
727,0.139,2.483,209,215.8007529209144,True,False,False,True,False,False,False,True
2182,0.329,0.655,261,29.569227156102016,False,True,False,True,False,False,False,True
614,0.199,1.596,158,100.98143830154794,True,False,False,False,True,True,False,False
1280,0.399,2.33,116,9.514419159927277,False,True,True,False,False,False,True,False
1270,0.304,2.836,290,56.75450746474558,True,False,False,False,True,True,False,False
875,0.198,0.372,211,111.98016871370329,True,False,False,False,True,False,False,True
709,0.121,0.371,32,33.127676729639276,True,False,False,True,False,True,False,False
783,0.083,1.322,98,82.89996611027095,True,False,True,False,False,False,True,False
672,0.259,1.176,272,68.49375449075568,False,True,True,False,False,False,True,False
2343,0.16,1.056,223,37.334769811326034,True,False,True,False,False,True,False,False
2486,0.435,0.379,255,16.82378086092147,True,False,True,False,False,False,False,True
2235,0.108,2.092,78,34.48846258399251,True,False,False,True,False,False,False,True
1860,0.217,0.262,80,20.582282140301313,True,False,False,True,False,False,False,True
1470,0.434,1.552,40,3.919068047885965,True,False,True,False,False,True,False,False
1108,0.172,1.173,240,70.58722030820391,True,False,True,False,False,False,True,False
1749,0.081,0.981,44,26.36622394423869,True,False,False,True,False,True,False,False
1051,0.425,1.142,226,46.1168302969109,True,False,False,False,True,False,False,True
1709,0.432,2.115,170,13.663992143685723,True,False,True,False,False,True,False,False
2276,0.144,2.183,186,42.4527619783773,True,False,True,False,False,False,False,True
525,0.263,2.741,276,135.4175217961386,False,True,False,True,False,True,False,False
2515,0.494,0.651,57,4.270763855959745,True,False,False,False,True,False,False,True
1550,0.23,1.496,184,42.2011771038686,True,False,False,True,False,True,False,False
1642,0.48,0.887,10,1.1653208195595661,True,False,False,False,True,False,False,True
1555,0.212,2.455,99,13.206436059720659,False,True,True,False,False,False,True,False
1909,0.375,2.4,269,23.048220406609513,False,True,False,True,False,False,True,False
2641,0.399,2.17,271,18.047645465252945,False,True,False,False,True,False,False,True
976,0.377,2.127,247,47.88758138098402,True,False,False,False,True,False,True,False
1751,0.279,0.354,191,30.435743132779134,True,False,True,False,False,False,False,True
2304,0.295,1.823,176,15.499091207844803,True,False,True,False,False,True,False,False
2390,0.193,1.514,55,5.953219387350647,False,True,True,False,False,True,False,False
2086,0.478,0.73,95,5.137538641676313,False,True,False,False,True,False,True,False
2331,0.248,0.432,232,23.383788239709904,False,True,False,False,True,True,False,False
1505,0.313,1.471,199,23.20869069875472,True,False,True,False,False,False,True,False
1827,0.182,1.731,222,41.19793686647884,True,False,True,False,False,True,False,False
1524,0.374,1.285,52,4.58983784907789,False,True,True,False,False,True,False,False
2232,0.117,2.542,260,103.39730724665404,True,False,False,True,False,False,False,True
1784,0.09,2.483,260,70.11431079954755,False,True,True,False,False,False,True,False
1821,0.052,1.938,23,19.700599402204478,True,False,False,False,True,True,False,False
1122,0.134,0.881,117,53.622150872022495,False,True,False,True,False,True,False,False
2896,0.466,0.339,69,4.826744889407419,True,False,False,False,True,False,False,True
1782,0.289,1.593,221,21.59867720178476,False,True,True,False,False,True,False,False
2525,0.185,0.483,233,45.63309920236629,True,False,False,False,True,False,False,True
2633,0.174,0.99,212,31.42285108491382,True,False,False,False,True,False,True,False
1202,0.356,2.979,47,10.321478229767655,True,False,False,False,True,False,False,True
2029,0.325,0.312,50,5.459025164560328,False,True,False,False,True,False,False,True
2796,0.213,2.906,268,34.80439033382601,False,True,False,True,False,False,False,True
2043,0.198,0.384,154,18.27768122472046,False,True,True,False,False,True,False,False
1485,0.266,2.795,258,36.24417803474426,False,True,True,False,False,False,False,True
2255,0.388,1.125,102,5.247073538389024,False,True,True,False,False,False,True,False
860,0.484,0.812,261,45.97039247105917,False,True,False,False,True,False,False,True
695,0.272,0.993,150,76.11587782615563,True,False,False,False,True,False,False,True
533,0.24,0.431,64,29.219640851183595,False,True,True,False,False,False,False,True
1059,0.21,1.119,27,8.075265962713328,False,True,False,True,False,True,False,False
1449,0.398,2.2,291,38.278918526732596,True,False,False,False,True,True,False,False
1606,0.077,1.26,266,172.1195945192679,True,False,False,False,True,True,False,False
1391,0.476,1.436,96,9.836168933456193,False,True,False,True,False,True,False,False
1103,0.156,2.297,58,15.093182158278907,False,True,True,False,False,False,True,False
1778,0.237,2.863,105,16.310955358511077,False,True,False,True,False,True,False,False
737,0.293,1.98,20,6.051141764312124,True,False,True,False,False,True,False,False
559,0.108,1.309,190,181.4824452450387,False,True,False,False,True,True,False,False
1750,0.311,1.067,170,17.650680525505955,False,True,True,False,False,False,False,True
689,0.183,2.181,38,15.792748292528826,False,True,False,False,True,False,True,False
1677,0.101,2.568,138,73.53079154456209,True,False,False,False,True,False,False,True
2311,0.219,0.599,249,37.61880259695684,True,False,False,True,False,False,True,False
1726,0.354,1.791,297,46.9403022223197,True,False,False,False,True,False,False,True
850,0.276,0.564,42,9.953983831297167,False,True,True,False,False,False,False,True
2177,0.432,1.453,176,13.4647166376537,True,False,False,False,True,False,True,False
1135,0.091,1.939,43,22.472693760783113,False,True,False,False,True,False,True,False
1595,0.424,0.418,121,13.945368120846991,True,False,False,True,False,False,True,False
1526,0.326,0.457,297,26.37471397763123,False,True,True,False,False,False,True,False
1651,0.138,1.176,172,61.06285159552025,False,True,False,True,False,False,False,True
1896,0.375,0.298,142,18.71120274883208,True,False,False,False,True,False,False,True
958,0.183,2.917,249,81.58986968146928,False,True,True,False,False,False,False,True
1009,0.422,2.844,245,43.49714463195048,True,False,False,False,True,True,False,False
1163,0.187,1.105,28,8.95434499708895,False,True,False,False,True,False,False,True
2261,0.24,1.007,300,43.586565355226774,False,True,False,True,False,False,False,True
929,0.089,0.328,23,21.388221145743127,False,True,False,True,False,False,False,True
996,0.236,1.579,60,27.068025110658056,True,False,False,True,False,False,False,True
773,0.227,1.54,153,50.06877514287409,True,False,True,False,False,False,True,False
1472,0.251,2.456,96,19.61833534034204,True,False,False,False,True,True,False,False
532,0.356,1.72,186,74.21072594328557,True,False,True,False,False,False,False,True
1290,0.232,2.67,156,29.732798100863373,False,True,False,True,False,False,True,False
2946,0.147,1.389,231,29.560665690157197,True,False,True,False,False,False,True,False
683,0.351,1.445,213,48.742661237864354,True,False,True,False,False,False,True,False
2303,0.088,2.564,267,68.87489996245623,False,True,False,False,True,False,True,False
752,0.253,2.818,219,57.307772654222205,False,True,True,False,False,True,False,False
2010,0.087,2.951,184,77.41966878193435,True,False,False,False,True,False,True,False
2090,0.118,2.115,65,10.919876605240788,False,True,True,False,False,False,True,False
1666,0.244,2.132,293,39.89575053938619,False,True,True,False,False,False,False,True
2415,0.294,0.561,219,18.533620372935374,False,True,False,False,True,True,False,False
755,0.492,2.233,141,22.823350322712777,False,True,True,False,False,False,False,True
1566,0.201,0.791,54,14.706386953927705,True,False,False,True,False,True,False,False
1397,0.338,1.069,228,27.30989961854793,False,True,True,False,False,False,False,True
1856,0.226,0.38,276,32.15005628077988,False,True,True,False,False,True,False,False
2498,0.116,2.526,28,5.30412839236474,False,True,True,False,False,False,False,True
1966,0.205,1.186,249,38.02779658183877,True,False,True,False,False,True,False,False
692,0.107,2.195,242,201.29287270989812,True,False,True,False,False,True,False,False
2318,0.184,0.689,248,28.30630299883036,False,True,True,False,False,True,False,False
2551,0.391,2.955,266,22.48411792529764,True,False,False,True,False,True,False,False
2845,0.092,2.756,149,40.10905904895902,False,True,False,False,True,False,False,True
761,0.312,1.35,45,14.537483043047839,True,False,False,True,False,False,True,False
1194,0.249,1.915,58,19.03886280625736,True,False,False,False,True,False,False,True
1037,0.205,0.425,44,16.031138362854964,True,False,False,True,False,False,True,False
1278,0.329,0.349,215,36.12946557326942,False,True,False,False,True,False,False,True
1195,0.493,1.045,232,27.027708376120895,True,False,False,False,True,False,True,False
2993,0.158,0.346,242,37.71081116339385,True,False,False,False,True,False,True,False
1386,0.361,1.281,261,33.52617575286741,True,False,True,False,False,True,False,False
1148,0.29,2.764,296,48.15810273825093,True,False,True,False,False,False,True,False
1833,0.439,2.82,223,23.63777018069901,True,False,False,True,False,True,False,False
646,0.378,2.883,178,39.25147747106428,False,True,False,False,True,False,True,False
1041,0.321,0.841,83,18.95584081977551,True,False,False,False,True,True,False,False
1145,0.258,1.446,186,39.04060605359444,False,True,False,True,False,False,True,False
845,0.139,0.521,84,56.60051128083129,True,False,False,False,True,True,False,False
731,0.116,1.428,156,132.7522216920611,True,False,True,False,False,False,False,True
1661,0.242,0.715,26,4.653997770402981,True,False,True,False,False,False,False,True
2407,0.199,0.845,272,41.32330899253252,True,False,True,False,False,False,False,True
2246,0.354,1.462,226,19.67420922529821,False,True,False,False,True,False,False,True
827,0.386,1.661,223,47.92439364971295,False,True,False,False,True,False,False,True
2165,0.454,2.639,209,14.489946004833536,False,True,False,True,False,True,False,False
608,0.152,1.754,259,191.72536177489155,True,False,False,False,True,False,True,False
2978,0.166,1.829,151,21.650437863370975,False,True,False,False,True,False,False,True
2150,0.163,2.659,62,7.9207057230745255,False,True,True,False,False,False,True,False
872,0.455,0.702,150,23.51890638616462,False,True,False,True,False,False,True,False
1500,0.27,1.767,123,30.17275470187787,True,False,False,True,False,False,False,True
1274,0.213,0.898,110,24.884849765068484,False,True,False,False,True,True,False,False
2999,0.243,0.214,211,23.56266590581665,True,False,False,False,True,True,False,False
2824,0.294,1.285,262,17.178583041718856,True,False,True,False,False,False,True,False
2024,0.087,0.318,163,64.0638991646751,False,True,False,True,False,True,False,False
1639,0.347,1.325,77,7.520760475764541,False,True,False,False,True,False,True,False
1521,0.302,2.417,119,15.363584935195718,False,True,False,True,False,False,True,False
2900,0.138,1.26,82,8.741331139115227,False,True,True,False,False,False,True,False
2709,0.309,1.277,120,8.732100088357205,False,True,False,True,False,False,True,False
686,0.384,0.305,26,7.043641266297701,True,False,False,False,True,False,True,False
648,0.086,0.943,159,305.5645454295042,True,False,False,True,False,False,False,True
702,0.091,2.122,49,62.08519763640813,True,False,False,True,False,False,True,False
2748,0.071,0.802,78,29.923436213412838,True,False,False,False,True,True,False,False
2870,0.193,1.988,98,11.291873436790597,False,True,False,True,False,True,False,False
2681,0.467,2.637,182,12.56401874772869,True,False,False,True,False,True,False,False
1085,0.139,0.266,72,22.82081780027497,False,True,True,False,False,True,False,False
995,0.133,0.24,264,85.83636494577061,False,True,True,False,False,False,True,False
2178,0.206,1.182,53,7.111734917763535,False,True,False,True,False,False,True,False
1031,0.403,1.64,196,27.522516213217795,True,False,True,False,False,False,True,False
2025,0.226,2.271,32,5.700101157123188,True,False,False,True,False,True,False,False
2987,0.119,2.829,35,7.220668892787793,True,False,True,False,False,False,False,True
1071,0.153,2.906,272,69.38272710346449,False,True,True,False,False,False,True,False
1238,0.194,1.664,119,36.183507758562115,True,False,True,False,False,False,False,True
2250,0.313,1.489,131,9.004108509152957,False,True,True,False,False,True,False,False
1535,0.299,1.321,218,37.7001190678515,True,False,False,False,True,True,False,False
1413,0.251,2.673,26,5.032456776091617,True,False,False,False,True,False,True,False
1958,0.171,1.948,40,7.233281881770024,False,True,False,False,True,True,False,False
2176,0.335,2.69,155,16.56534928138215,True,False,False,True,False,False,True,False
1147,0.132,2.573,238,116.12531419416328,True,False,True,False,False,False,False,True
2647,0.356,1.998,209,9.528965861548159,False,True,True,False,False,False,True,False
2423,0.349,0.336,103,9.292870554494497,True,False,True,False,False,False,False,True
2111,0.117,0.366,109,24.311159605885248,False,True,False,False,True,False,True,False
535,0.157,2.2,218,150.90872094358124,False,True,True,False,False,False,False,True
2378,0.111,0.92,209,69.991015996276,True,False,False,True,False,True,False,False
2366,0.309,1.186,123,9.188641256196242,False,True,False,False,True,False,True,False
2286,0.382,2.861,78,3.8815879784052743,False,True,True,False,False,False,True,False
2013,0.383,2.833,52,4.559833741843739,False,True,False,True,False,True,False,False
770,0.162,0.519,170,126.35499506823197,True,False,False,False,True,False,False,True
998,0.148,1.32,207,90.48065869722078,True,False,True,False,False,True,False,False
1549,0.273,0.372,197,28.03491377775539,False,True,False,False,True,True,False,False
1138,0.12,2.029,127,64.16173528090786,True,False,False,False,True,False,True,False
656,0.176,0.62,219,105.73008697460965,False,True,True,False,False,False,False,True
1599,0.465,0.697,265,38.15224434268193,True,False,False,True,False,False,False,True
1694,0.219,1.879,81,15.544221366918084,True,False,True,False,False,False,False,True
2223,0.344,0.674,99,8.053506938771429,False,True,False,False,True,True,False,False
1162,0.309,2.974,296,76.64639339115809,True,False,False,False,True,False,False,True
1031,0.147,1.78,207,103.48555471465976,False,True,False,True,False,False,False,True
2898,0.404,2.267,27,1.677598424278856,False,True,False,False,True,False,False,True
627,0.285,2.027,49,19.836689407714786,True,False,True,False,False,False,False,True
2108,0.235,0.563,56,5.980192524702878,False,True,False,False,True,False,True,False
2105,0.122,2.368,257,53.81880468006989,False,True,False,False,True,False,True,False
2520,0.278,1.033,140,19.05635674912743,True,False,False,False,True,False,False,True
2258,0.143,2.905,186,47.73514120080541,False,True,False,True,False,False,False,True
811,0.496,1.387,127,31.88861642190739,True,False,False,True,False,False,False,True
2668,0.494,1.733,268,8.603879821212725,False,True,True,False,False,False,True,False
1344,0.103,2.072,36,20.595713178088197,True,False,False,False,True,True,False,False
1158,0.383,1.48,59,8.169577408903729,False,True,False,True,False,False,True,False
1589,0.075,2.137,197,93.79594691106199,True,False,True,False,False,False,True,False
998,0.259,1.436,120,38.589541708791494,True,False,False,True,False,True,False,False
1562,0.064,0.432,204,160.7100198824272,False,True,False,True,False,False,False,True
2699,0.364,1.81,33,1.8572128425653827,False,True,False,False,True,False,True,False
700,0.204,2.96,89,47.73953888613313,False,True,False,True,False,False,False,True
2087,0.375,0.548,98,11.527703751967843,True,False,False,False,True,False,False,True
2399,0.264,0.699,10,0.8434201432460398,True,False,True,False,False,False,True,False
1005,0.246,1.953,216,65.1475957431344,True,False,False,True,False,False,True,False
1903,0.484,1.69,122,9.883194162686149,False,True,False,False,True,False,False,True
1513,0.135,2.647,113,25.678208419734137,False,True,True,False,False,True,False,False
2912,0.208,2.65,216,21.77410210598887,False,True,False,True,False,False,True,False
1552,0.467,2.482,295,36.79270053249891,True,False,False,False,True,False,False,True
1741,0.325,2.819,285,29.980267540661238,False,True,False,True,False,False,True,False
771,0.197,2.656,91,43.091190535409694,False,True,False,False,True,False,False,True
2744,0.431,2.018,125,8.011166262403261,True,False,True,False,False,False,False,True
693,0.335,0.979,226,68.39601938695719,False,True,False,False,True,False,False,True
1478,0.405,0.578,64,10.775547060964955,True,False,False,True,False,False,False,True
1467,0.114,1.031,90,32.263100566993685,False,True,False,False,True,True,False,False
656,0.312,2.508,17,3.84508175459234,False,True,True,False,False,True,False,False
2489,0.475,1.747,84,5.2638523547448814,True,False,False,True,False,False,True,False
1978,0.096,0.787,96,30.802828232061263,False,True,False,True,False,False,True,False
1586,0.13,1.697,142,53.39677204200025,True,False,False,True,False,False,True,False
840,0.168,2.181,260,105.25055810185619,False,True,False,True,False,False,True,False
1094,0.481,2.137,21,1.8264528702565268,False,True,True,False,False,True,False,False
1263,0.22,0.581,20,4.38228827891642,False,True,False,True,False,False,True,False
2773,0.097,1.402,43,9.86200789552246,True,False,True,False,False,True,False,False
1992,0.072,2.77,278,109.26802309785275,False,True,False,False,True,False,True,False
595,0.124,1.792,260,206.4809430818003,True,False,True,False,False,False,True,False
523,0.43,2.319,197,38.54005866106551,False,True,True,False,False,False,True,False
1025,0.078,1.745,224,210.1312601547758,True,False,False,False,True,True,False,False
591,0.158,2.602,274,145.05919238330694,False,True,True,False,False,True,False,False
1451,0.279,0.767,207,34.663057469798346,True,False,False,False,True,False,True,False
2242,0.422,0.252,155,16.998602441989622,True,False,False,True,False,False,False,True
2051,0.252,2.322,125,18.83202465660763,False,True,False,True,False,False,False,True
2133,0.259,2.716,86,10.154707142573882,True,False,True,False,False,True,False,False
1516,0.443,2.833,255,28.89199947146267,True,False,False,False,True,True,False,False
1727,0.299,2.576,82,11.500227137640461,True,False,True,False,False,False,False,True
1798,0.134,2.992,107,24.509258091866094,False,True,False,False,True,False,True,False
2994,0.253,1.227,82,8.324958845027744,True,False,True,False,False,False,False,True
2856,0.113,1.51,37,7.887392797350283,False,True,False,False,True,False,False,True
2794,0.183,2.713,34,3.5922027804843086,True,False,True,False,False,False,True,False
852,0.473,1.217,61,11.835279484531862,False,True,False,True,False,False,False,True
2402,0.487,2.977,20,0.9231749109157877,False,True,False,False,True,False,True,False
2053,0.229,0.829,32,3.8616350906462866,False,True,False,True,False,False,True,False
897,0.3,2.708,263,45.94044631962336,False,True,True,False,False,True,False,False
669,0.166,0.851,256,137.4140034364216,False,True,False,False,True,True,False,False
991,0.495,2.719,225,28.773061515291676,True,False,True,False,False,True,False,False
563,0.08,2.329,51,82.70848759207075,True,False,True,False,False,False,False,True
1000,0.101,2.169,170,165.60123857024368,True,False,False,True,False,False,False,True
2008,0.198,1.67,178,24.037775655417736,False,True,False,False,True,False,True,False
2017,0.138,2.963,288,81.23033132610934,True,False,False,False,True,True,False,False
1240,0.163,2.57,146,56.673523819762565,True,False,False,False,True,True,False,False
1916,0.134,1.37,208,70.70458721293753,True,False,False,True,False,True,False,False
2740,0.21,1.447,97,7.768518837147026,False,True,True,False,False,True,False,False
2749,0.344,0.704,254,23.669487315601838,True,False,False,True,False,True,False,False
1356,0.286,0.866,177,25.70155441120758,True,False,True,False,False,False,True,False
2789,0.366,1.983,129,11.449013715860133,True,False,False,False,True,False,False,True
864,0.058,0.333,237,283.3669734120666,False,True,False,False,True,True,False,False
885,0.321,0.633,193,62.670238323634514,True,False,False,False,True,False,False,True
1803,0.256,2.556,86,10.791082895486438,False,True,False,True,False,False,True,False
1940,0.095,1.153,281,91.84637652940627,True,False,True,False,False,True,False,False
2599,0.167,2.354,172,35.38274909355535,True,False,False,False,True,False,False,True
1793,0.335,0.219,26,2.77723743449914,True,False,True,False,False,True,False,False
2745,0.213,1.962,90,9.316174934070062,True,False,True,False,False,True,False,False
583,0.107,1.284,87,113.9581236018209,False,True,False,True,False,False,False,True
1917,0.189,2.864,171,26.38362212638939,False,True,False,False,True,False,True,False
2333,0.211,1.877,144,19.846437816815545,False,True,False,True,False,True,False,False
1957,0.465,2.954,218,18.737533762962325,True,False,True,False,False,False,False,True
1292,0.472,1.723,126,13.096917726053446,False,True,False,True,False,True,False,False
2651,0.399,2.658,52,4.406861755054075,True,False,False,True,False,True,False,False
501,0.457,2.542,142,36.018134312621136,False,True,False,False,True,True,False,False
800,0.314,0.762,212,48.71182120511483,False,True,False,True,False,False,True,False
1771,0.385,1.436,258,15.900878229194142,False,True,True,False,False,False,True,False
2307,0.333,2.031,143,17.981557875065576,True,False,False,False,True,False,False,True
650,0.359,1.657,204,89.69731445727332,True,False,False,True,False,False,False,True
2790,0.31,2.709,32,2.206015134087126,False,True,False,True,False,False,True,False
2413,0.369,2.234,182,11.697292140319322,False,True,False,False,True,True,False,False
2809,0.267,1.751,33,1.8840662773896153,False,True,True,False,False,False,True,False
2276,0.438,0.457,34,1.6862831804840992,False,True,True,False,False,True,False,False
746,0.239,1.04,95,42.32026432641256,True,False,False,True,False,False,True,False
2507,0.308,1.471,248,17.682533993098396,False,True,True,False,False,False,False,True
2960,0.412,2.26,117,5.9409889856461815,False,True,False,False,True,True,False,False
2380,0.372,1.28,223,15.017720855946214,False,True,False,False,True,True,False,False
2796,0.355,0.411,28,2.827526787129814,True,False,False,True,False,False,False,True
2157,0.123,1.597,180,43.16174995123099,False,True,False,True,False,True,False,False
1668,0.14,0.491,284,98.95284298271916,False,True,False,True,False,False,False,True
2395,0.06,1.948,47,26.536894741834512,False,True,False,True,False,False,False,True
1695,0.433,2.55,159,14.195660282209987,False,True,False,True,False,True,False,False
1831,0.156,1.137,225,67.20935745362677,True,False,False,True,False,True,False,False
2975,0.404,0.941,211,14.38137410071475,False,True,False,True,False,False,False,True
2199,0.078,0.571,274,92.2199247402456,False,True,True,False,False,False,False,True
1533,0.183,2.362,80,22.52382659140586,True,False,False,False,True,True,False,False
2280,0.098,0.391,259,80.31464239294816,False,True,False,True,False,True,False,False
1139,0.216,0.35,38,12.562090162335421,True,False,False,False,True,True,False,False
1721,0.229,0.525,257,47.07533735272144,False,True,False,False,True,False,False,True
1983,0.132,0.965,244,68.51701797319582,True,False,True,False,False,False,False,True
908,0.447,2.5,18,2.1754785751738086,False,True,True,False,False,True,False,False
1008,0.438,2.648,17,2.8988579399729106,False,True,False,False,True,False,False,True
